,network_type,noise,threshold,trust_min,trust_max,truth_fraction,mean_persistent,std_persistent
1026,WS,0.15,0.7,0.8,1.0,0.05,0.8845000000000001,0.05014728307695243
1027,WS,0.15,0.7,0.8,1.0,0.1,0.7630000000000001,0.09187491496594705
1028,WS,0.15,0.7,0.8,1.0,0.2,0.5279999999999998,0.09064215354899728
1029,WS,0.15,0.7,0.8,1.0,0.3,0.29900000000000004,0.099443451267542
1030,WS,0.15,0.7,0.8,1.0,0.4,0.1315,0.08673378811051664
1031,WS,0.15,0.7,0.8,1.0,0.5,0.0685,0.0423408785926792
1032,WS,0.15,0.8,0.2,0.4,0.05,0.144,0.02395829710142188
1033,WS,0.15,0.8,0.2,0.4,0.1,0.1695,0.032167530212933663
1034,WS,0.15,0.8,0.2,0.4,0.2,0.21200000000000002,0.027676705006196095
1035,WS,0.15,0.8,0.2,0.4,0.3,0.26749999999999996,0.030639027399707065
1036,WS,0.15,0.8,0.2,0.4,0.4,0.28500000000000003,0.027838821814150105
1037,WS,0.15,0.8,0.2,0.4,0.5,0.3135,0.030866648668101307
1038,WS,0.15,0.8,0.4,0.6,0.05,0.143,0.033030289129827486
1039,WS,0.15,0.8,0.4,0.6,0.1,0.16399999999999998,0.03056141357987225
1040,WS,0.15,0.8,0.4,0.6,0.2,0.23150000000000004,0.03553519382246283
1041,WS,0.15,0.8,0.4,0.6,0.3,0.2875,0.04345975149491769
1042,WS,0.15,0.8,0.4,0.6,0.4,0.3015,0.0423408785926792
1043,WS,0.15,0.8,0.4,0.6,0.5,0.30649999999999994,0.031980462785894774
1044,WS,0.15,0.8,0.6,0.8,0.05,0.3985,0.1210898426788969
1045,WS,0.15,0.8,0.6,0.8,0.1,0.3245,0.10190559356580971
1046,WS,0.15,0.8,0.6,0.8,0.2,0.263,0.09711333585043816
1047,WS,0.15,0.8,0.6,0.8,0.3,0.273,0.09165696918401786
1048,WS,0.15,0.8,0.6,0.8,0.4,0.194,0.06636264009214823
1049,WS,0.15,0.8,0.6,0.8,0.5,0.1515,0.058418746991013085
1050,WS,0.15,0.8,0.8,1.0,0.05,0.8975,0.04667708217101836
1051,WS,0.15,0.8,0.8,1.0,0.1,0.783,0.045398237851264664
1052,WS,0.15,0.8,0.8,1.0,0.2,0.479,0.11357376457615553
1053,WS,0.15,0.8,0.8,1.0,0.3,0.262,0.07277362159464101
1054,WS,0.15,0.8,0.8,1.0,0.4,0.16699999999999998,0.060917977642072144
1055,WS,0.15,0.8,0.8,1.0,0.5,0.06400000000000002,0.04487761134463376
1056,WS,0.15,0.9,0.2,0.4,0.05,0.09500000000000001,0.022912878474779203
1057,WS,0.15,0.9,0.2,0.4,0.1,0.123,0.031638584039112745
1058,WS,0.15,0.9,0.2,0.4,0.2,0.193,0.027037011669191553
1059,WS,0.15,0.9,0.2,0.4,0.3,0.2495,0.021324868112136124
1060,WS,0.15,0.9,0.2,0.4,0.4,0.29650000000000004,0.029542342493444895
1061,WS,0.15,0.9,0.2,0.4,0.5,0.292,0.026944387170614956
1062,WS,0.15,0.9,0.4,0.6,0.05,0.126,0.03292415526630866
1063,WS,0.15,0.9,0.4,0.6,0.1,0.165,0.03248076353782343
1064,WS,0.15,0.9,0.4,0.6,0.2,0.233,0.028653097563788803
1065,WS,0.15,0.9,0.4,0.6,0.3,0.2760000000000001,0.032619012860600184
1066,WS,0.15,0.9,0.4,0.6,0.4,0.287,0.03195309061734091
1067,WS,0.15,0.9,0.4,0.6,0.5,0.30849999999999994,0.03424543765233553
1068,WS,0.15,0.9,0.6,0.8,0.05,0.31250000000000006,0.11321991874224252
1069,WS,0.15,0.9,0.6,0.8,0.1,0.391,0.13371237788626752
1070,WS,0.15,0.9,0.6,0.8,0.2,0.29000000000000004,0.08949860334105779
1071,WS,0.15,0.9,0.6,0.8,0.3,0.24200000000000005,0.10656453443805777
1072,WS,0.15,0.9,0.6,0.8,0.4,0.19050000000000003,0.0646896436842869
1073,WS,0.15,0.9,0.6,0.8,0.5,0.16000000000000003,0.062048368229954284
1074,WS,0.15,0.9,0.8,1.0,0.05,0.9015000000000001,0.03990927210561475
1075,WS,0.15,0.9,0.8,1.0,0.1,0.7545,0.07592595076783694
1076,WS,0.15,0.9,0.8,1.0,0.2,0.5005000000000001,0.12737641068894975
1077,WS,0.15,0.9,0.8,1.0,0.3,0.31099999999999994,0.10382196299434913
1078,WS,0.15,0.9,0.8,1.0,0.4,0.15299999999999997,0.059000000000000004
1079,WS,0.15,0.9,0.8,1.0,0.5,0.06749999999999999,0.05948739362251467
